gene,IR1_S64_1,IR1_S64_2,IR2_S65_1,IR2_S65_2,IR3_S66_1,IR3_S66_2,IR4_S67_1,IR4_S67_2,IR5_S68_1,IR5_S68_2,IR6_S69_1,IR6_S69_2,RN1_S55_1,RN1_S55_2,RN2_S56_1,RN2_S56_2,RN3_S57_1,RN3_S57_2,RN4_S58_1,RN4_S58_2,RN5_S59_1,RN5_S59_2,RN6_S60_1,RN6_S60_2,HE4_S165_1,HE4_S165_2,HE5_S166_1,HE5_S166_2,HE6_S167_1,HE6_S167_2
gene-SHERM_05626,7,15,0,0,0,7,0,0,0,0,0,0,0,11,19,0,9,0,0,0,9,9,6,9,22,0,22,6,29,25
gene-SHERM_05696,9,12,6,4,16,0,7,9,5,0,9,12,15,9,0,22,10,10,0,0,0,5,0,6,25,33,32,44,15,21
gene-SHERM_05692,0,0,0,0,0,0,0,5,0,0,0,4,0,2,0,7,5,3,0,0,0,0,0,0,0,13,22,22,54,46
gene-SHERM_05706,169,181,169,170,170,188,56,33,37,34,58,74,138,93,121,123,88,96,81,92,61,63,83,85,3948,3811,5308,5364,2563,2483
gene-SHERM_05727,0,0,0,4,0,5,0,4,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,11,17,26,14,9,0
gene-SHERM_05743,6,9,6,4,0,7,10,0,0,9,11,0,0,6,7,8,0,0,0,0,4,0,0,0,19,27,27,21,11,0
gene-SHERM_05741,0,0,0,0,10,0,8,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,7,16,24,0,11,6,3
gene-SHERM_05764,18,17,19,17,10,16,0,0,11,9,24,28,0,0,16,0,12,15,10,0,7,0,9,0,92,106,131,76,38,43
gene-SHERM_05785,0,6,11,0,0,0,7,10,0,0,0,0,0,9,0,0,10,4,0,0,0,0,0,0,35,18,14,24,26,31
gene-SHERM_05803,8,0,0,5,0,0,0,0,0,0,0,0,0,3,3,4,0,5,6,3,3,4,0,0,13,16,8,24,17,14
gene-SHERM_05810,0,10,8,0,10,13,7,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,26,29,22
gene-SHERM_05855,87,79,85,71,107,91,59,66,38,31,108,84,106,128,143,112,118,127,58,74,57,50,73,77,0,4,0,0,0,4
gene-SHERM_05938,0,6,2,3,5,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,15,13,11,9,4,6
gene-SHERM_05954,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,0,0,60,52,66,73,41,49
gene-SHERM_05984,2,0,2,0,3,3,0,0,0,0,0,2,2,2,3,0,3,0,0,0,0,0,0,0,17,20,17,27,13,8
gene-SHERM_05983,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,7,0,0,0,0,0,0,157,175,233,232,98,81
gene-SHERM_06037,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,46,43,39,41,14,13
gene-SHERM_06084,26,29,25,16,26,29,13,26,17,18,21,22,26,22,32,25,22,20,11,8,9,8,0,14,12,7,6,6,0,0
gene-SHERM_06100,0,3,4,1,0,0,2,3,2,1,2,4,1,3,0,6,6,3,1,2,2,3,1,1,15,18,13,26,7,5
gene-SHERM_06106,16,23,26,32,28,36,25,30,14,18,29,30,34,39,36,29,25,23,16,20,19,10,12,16,3,0,8,3,0,3
gene-SHERM_06117,0,0,5,0,0,0,0,0,6,0,5,8,0,0,0,2,0,0,0,0,0,0,0,0,40,29,0,44,9,9
gene-SHERM_06113,7,9,0,2,7,7,0,0,0,0,0,4,0,0,5,5,0,6,4,0,0,7,0,0,22,33,15,29,26,18
gene-SHERM_06125,0,6,16,16,9,17,0,0,0,0,4,0,0,16,18,15,0,17,0,0,0,0,0,0,10,0,0,8,13,15
gene-SHERM_06143,28,18,26,26,32,23,7,5,0,7,0,16,22,0,28,20,0,0,20,20,0,13,19,0,425,432,479,501,186,206
gene-SHERM_06154,24,36,27,36,36,34,8,7,0,0,8,0,30,28,27,29,41,46,7,6,2,0,0,6,0,8,8,0,3,0
gene-SHERM_06171,22,22,9,20,23,31,5,2,4,3,7,12,11,27,31,33,18,21,10,16,11,7,11,15,2,8,10,9,5,3
gene-SHERM_06207,2,0,3,0,2,1,0,0,2,0,0,3,3,2,1,1,3,4,2,1,1,0,1,0,26,35,14,16,7,8
gene-SHERM_06224,32,22,14,17,17,14,14,17,0,17,24,25,24,23,23,23,20,14,0,7,0,0,0,0,0,0,0,0,0,0
gene-SHERM_06240,46,43,39,35,73,50,14,19,0,11,0,33,43,49,50,52,43,48,8,0,0,0,13,0,329,388,299,315,111,99
gene-SHERM_06270,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,12,0,0,3,14,0,4,4,0,10,17,20,15,8,4
gene-SHERM_06334,0,0,0,0,0,0,0,5,0,0,0,0,0,7,11,13,9,0,5,0,6,0,7,0,27,29,29,37,23,24
gene-SHERM_06396,17,12,17,11,22,13,9,14,8,14,23,22,26,17,18,18,17,23,18,18,15,18,20,20,20,19,10,19,6,6
gene-SHERM_06402,22,27,17,19,31,0,14,19,0,9,22,0,0,11,24,19,18,0,0,0,13,0,0,0,128,114,92,110,42,63
gene-SHERM_06502,8,18,0,14,14,12,16,24,16,22,40,29,5,8,10,8,11,17,15,19,7,18,11,17,0,4,3,0,0,0
gene-SHERM_06505,0,0,0,7,0,0,0,0,0,0,0,7,6,8,6,12,0,4,0,0,0,0,0,0,28,43,22,30,0,12
gene-SHERM_06613,5,4,13,3,9,5,2,2,3,7,9,8,5,5,5,2,8,5,9,6,3,5,4,10,2,1,2,2,1,2
gene-SHERM_00439,11,18,11,0,0,10,10,0,0,0,17,19,15,0,18,19,9,23,0,0,0,0,7,0,44,47,33,37,8,21
gene-SHERM_00444,68,80,89,85,115,89,27,22,25,21,54,40,95,85,97,106,65,114,32,34,34,30,35,28,470,544,603,634,263,288
gene-SHERM_00449,8,8,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,7,0,0,17,26,24,17,0,8
gene-SHERM_00486,46,44,29,0,49,39,11,0,8,17,18,29,38,44,50,52,37,31,0,0,13,13,0,0,161,143,152,131,44,47
gene-SHERM_00498,0,0,27,0,0,0,0,0,0,0,0,0,37,26,0,32,0,0,0,18,0,0,0,0,185,140,110,131,84,0
gene-SHERM_00510,12,14,11,13,15,11,8,8,4,5,16,25,10,14,14,15,14,5,7,5,4,3,4,4,68,95,97,112,36,44
gene-SHERM_00557,11,18,0,10,6,6,3,4,0,0,0,8,13,9,15,17,15,0,11,10,0,0,7,0,64,77,58,66,14,13
gene-SHERM_00558,20,23,17,20,22,23,19,16,17,13,31,33,30,34,19,25,32,25,24,35,24,27,24,25,22,31,20,14,14,9
gene-SHERM_06647,14,9,5,12,4,10,0,0,0,0,0,8,18,4,4,13,0,0,0,0,0,0,0,0,29,44,33,32,22,28
gene-SHERM_06677,24,22,21,12,33,26,18,13,11,10,19,22,24,31,31,21,10,21,17,23,26,0,12,22,17,32,12,8,0,0
gene-SHERM_06695,7,0,0,0,0,0,0,2,0,0,6,0,3,5,3,0,0,0,2,0,6,0,5,0,18,13,32,23,43,32
gene-SHERM_06720,30,39,37,31,63,39,62,50,36,30,84,84,39,52,43,51,45,50,77,81,58,72,87,75,29,42,32,33,25,17
gene-SHERM_06726,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,14,0,11,0,0,9,12,65,80,66,68,54,78
gene-SHERM_06742,0,5,7,8,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,17,12,17,0,7
gene-SHERM_06754,7,6,7,5,8,12,1,0,3,3,12,8,5,13,6,4,4,6,6,5,3,2,5,8,3,2,1,2,0,2
gene-SHERM_06771,5,0,5,0,0,5,0,0,0,0,5,0,9,9,0,3,6,0,3,7,6,0,6,7,8,9,9,12,18,17
gene-SHERM_06787,8,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,4,8,5,0,5,21,25,38,34,14,20
gene-SHERM_06796,34,34,49,40,59,42,17,16,13,11,16,17,29,33,44,51,31,26,15,7,10,11,2,0,181,209,152,142,35,52
gene-SHERM_06809,5,0,5,4,10,9,2,5,7,0,8,8,6,9,9,13,7,7,0,10,0,2,0,0,0,5,6,5,3,0
gene-SHERM_06827,85,77,52,56,72,56,10,13,15,14,29,27,59,46,62,56,48,49,3,6,0,6,0,7,265,244,291,263,127,92
gene-SHERM_06828,0,8,0,0,6,10,7,4,0,0,17,7,0,0,9,0,0,0,3,13,0,9,6,0,32,29,32,33,36,24
gene-SHERM_06833,45,51,43,39,44,47,23,29,21,26,66,78,50,49,65,72,41,57,21,40,24,20,31,31,21,33,33,31,10,19
gene-SHERM_06829,7,0,13,11,0,0,5,0,0,0,14,18,0,0,0,0,0,0,0,8,0,0,0,7,16,20,0,0,20,19
gene-SHERM_06845,73,65,59,67,66,60,23,22,14,20,28,27,47,81,76,69,51,51,47,61,37,37,35,42,677,721,552,585,303,274
gene-SHERM_06846,8,15,5,9,11,15,0,0,0,0,0,0,3,8,12,0,11,13,0,8,0,0,5,8,142,149,102,133,52,45
gene-SHERM_06847,39,38,37,41,22,25,6,9,5,0,16,19,44,32,42,40,46,38,18,16,26,12,16,20,469,426,408,410,177,180
gene-SHERM_06849,0,9,6,0,4,0,0,0,0,0,5,0,0,0,6,0,0,7,0,0,0,0,0,0,12,19,10,0,10,0
gene-SHERM_06859,19,0,0,0,9,0,0,0,0,0,0,6,39,19,35,19,21,15,0,0,0,0,5,0,159,167,165,168,55,67
gene-SHERM_06926,22,32,20,27,31,31,10,23,16,22,33,49,30,27,30,23,31,18,30,36,29,21,22,17,14,18,19,29,6,4
gene-SHERM_06922,0,11,9,12,17,15,0,0,0,0,0,0,6,0,0,6,0,10,11,0,0,6,0,8,8,10,0,9,18,16
gene-SHERM_06954,11,14,12,15,9,9,5,7,5,6,12,17,16,21,14,9,7,13,5,9,3,5,5,1,2,2,6,4,2,2
gene-SHERM_06956,30,41,27,17,22,20,14,8,9,14,25,18,9,19,33,26,19,29,19,19,14,20,16,16,305,250,195,278,97,103
gene-SHERM_06958,0,7,0,0,3,0,0,0,3,0,11,4,0,0,0,0,0,0,3,0,5,0,4,0,74,52,65,67,22,33
gene-SHERM_06990,10,0,0,7,7,6,6,10,4,3,9,6,15,9,11,7,17,10,5,10,7,9,8,0,8,0,0,0,7,0
gene-SHERM_07023,21,26,12,17,16,0,9,14,12,16,13,19,8,0,0,19,9,17,10,0,12,0,11,0,17,23,14,14,0,0
gene-SHERM_07028,0,3,5,0,0,7,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,30,31,24,32,25,20
gene-SHERM_07035,19,14,13,16,18,28,10,10,7,0,12,3,27,31,17,28,29,27,13,11,10,6,13,12,0,0,0,0,0,5
gene-SHERM_07044,18,18,11,13,9,11,0,8,14,0,8,14,23,19,19,24,20,14,0,8,6,5,0,5,86,95,91,92,25,37
gene-SHERM_07070,49,0,0,52,0,51,0,0,0,0,0,0,62,47,72,62,0,65,34,0,28,30,0,0,0,0,83,74,49,37
gene-SHERM_07091,0,0,0,4,0,0,0,4,0,0,7,0,8,0,5,0,0,14,0,0,3,3,0,3,11,17,10,29,14,26
gene-SHERM_07118,97,90,97,80,85,75,46,27,27,49,66,71,89,108,106,102,87,86,59,52,54,53,34,64,17,20,12,9,13,0
gene-SHERM_07129,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,24,24,16,17,12,19
gene-SHERM_07141,15,18,13,15,0,10,14,10,12,5,27,11,18,12,9,0,19,11,0,6,0,0,0,0,98,82,87,90,25,30
gene-SHERM_07150,84,83,114,115,108,113,22,46,20,24,35,50,94,90,97,93,102,98,34,29,30,30,41,42,46,52,35,34,13,21
gene-SHERM_07182,2,1,3,4,4,3,2,2,0,0,1,2,1,7,4,1,3,0,0,1,0,0,2,3,11,19,23,19,12,6
gene-SHERM_07204,7,12,0,10,13,0,0,0,0,0,13,0,12,11,15,17,0,0,21,10,5,10,14,16,21,23,26,16,35,43
gene-SHERM_07229,5,5,0,4,10,0,0,0,0,0,0,0,0,0,0,7,6,5,0,5,0,0,0,0,8,0,12,20,9,0
gene-SHERM_07246,3,5,0,0,0,0,0,8,8,4,15,0,3,0,7,0,8,0,11,16,9,0,10,0,15,11,19,16,35,25
gene-SHERM_07290,12,12,6,8,15,6,3,2,2,2,0,3,3,3,6,9,9,13,4,3,5,0,6,11,5,3,6,4,7,2
gene-SHERM_07318,28,37,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,14,0,22,0,48,41,57,0,17,27
gene-SHERM_07402,9,9,7,7,11,10,0,3,0,3,5,3,9,5,9,15,9,8,0,0,0,0,2,3,3,8,0,0,3,0
gene-SHERM_07406,0,0,0,3,0,0,23,20,18,16,30,11,0,0,0,0,0,3,9,0,10,8,0,10,18,12,19,9,5,9
gene-SHERM_07403,3,0,5,0,0,0,0,0,0,0,0,0,4,0,6,7,0,0,0,0,2,0,0,0,19,28,26,24,20,14
gene-SHERM_07409,10,4,0,5,5,5,0,0,2,0,0,0,6,12,11,18,18,20,0,0,0,0,0,0,6,0,10,3,7,0
gene-SHERM_07418,0,7,0,0,7,0,0,0,0,0,0,0,8,10,0,8,0,0,0,0,0,0,0,5,8,20,22,26,8,9
gene-SHERM_07452,12,0,10,13,15,15,0,0,0,0,0,0,11,16,18,17,18,14,0,0,0,0,4,0,82,90,65,88,26,40
gene-SHERM_07461,21,26,9,22,26,15,40,47,25,34,49,49,13,12,11,19,15,21,8,5,0,0,0,0,9,13,0,0,0,0
gene-SHERM_07476,0,0,7,0,0,0,12,9,11,8,23,23,0,4,8,10,5,0,23,25,0,15,18,13,0,0,0,0,0,4
gene-SHERM_07517,7,11,0,0,0,6,0,8,0,0,4,10,12,0,0,0,0,13,0,0,0,0,0,0,30,41,30,50,20,23
gene-SHERM_00623,0,0,0,0,0,0,12,0,0,0,42,0,0,12,10,11,10,0,0,0,0,29,0,18,0,35,43,36,36,30
gene-SHERM_00624,8,9,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,35,38,0,43,26,23
gene-SHERM_00651,10,3,0,6,0,0,0,8,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,0,12,19,16,14,30,32
gene-SHERM_00666,0,0,0,13,0,0,25,22,31,27,28,29,13,0,12,0,11,8,0,42,0,39,0,37,7,4,0,0,0,0
gene-SHERM_07563,0,6,0,4,10,0,0,0,0,0,0,0,7,0,4,7,0,2,0,5,0,0,0,0,5,4,9,6,10,8
gene-SHERM_07605,0,2,3,0,2,5,2,4,5,3,5,4,3,4,3,7,0,2,6,5,4,1,5,7,18,24,12,18,17,9
gene-SHERM_07612,28,25,20,22,31,23,29,38,38,38,63,63,25,34,29,17,17,21,18,29,28,25,34,26,24,27,34,30,9,13
gene-SHERM_07621,7,4,4,0,7,7,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,9,10,12,11,6,4
gene-SHERM_07640,16,10,20,17,13,12,9,16,18,13,32,29,20,36,18,14,15,21,34,32,31,35,29,30,9,0,0,16,0,5
gene-SHERM_07641,17,19,15,0,0,20,0,5,0,0,0,22,26,11,15,15,8,6,12,0,4,8,0,0,65,62,68,72,24,34
gene-SHERM_07669,20,9,16,10,11,20,4,8,0,0,0,11,0,0,12,0,0,10,7,0,5,4,11,9,47,49,64,61,39,27
gene-SHERM_07690,4,0,2,0,0,0,0,3,0,0,0,6,0,0,0,0,0,2,0,4,2,0,0,0,11,16,15,22,0,7
gene-SHERM_07692,0,9,0,6,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,16,8,19,14,10
gene-SHERM_07731,0,0,0,0,0,0,9,0,0,0,14,0,7,8,0,5,10,11,9,10,13,10,4,0,38,50,36,38,17,22
gene-SHERM_07744,21,22,18,16,16,20,0,9,7,0,0,13,17,24,25,25,22,20,0,0,0,0,0,5,54,53,60,57,61,37
gene-SHERM_07748,19,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,17,0,18,7,0,13,0,55,70,60,40,33
gene-SHERM_07761,19,14,11,12,16,14,48,41,20,27,46,58,0,11,8,7,12,7,0,0,0,3,0,7,0,0,6,11,16,21
gene-SHERM_07788,2,1,0,2,1,4,0,0,0,0,0,1,0,3,2,2,2,2,3,0,4,0,4,4,10,12,8,11,4,6
gene-SHERM_07806,5,7,4,0,5,0,0,0,0,0,9,0,4,6,3,7,0,0,0,5,0,0,0,0,18,20,32,23,37,50
gene-SHERM_07833,7,9,16,16,16,11,11,12,11,8,12,14,0,6,0,15,0,0,8,16,9,9,0,0,50,47,39,37,29,27
gene-SHERM_07835,0,27,17,0,11,23,18,20,9,0,13,17,21,15,14,0,11,17,0,0,11,0,0,0,35,59,40,42,40,59
gene-SHERM_07839,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,7,9,4,0,0,0,0,0,0,40,30,36,28,26,29
gene-SHERM_07840,19,25,11,0,13,9,0,10,7,0,12,13,0,13,14,11,17,0,11,0,0,5,0,7,39,44,60,59,25,47
gene-SHERM_07871,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,9,13,21,25,18
gene-SHERM_07903,8,7,13,0,12,0,7,0,5,6,11,5,4,7,9,3,7,0,0,5,3,0,0,0,40,42,35,25,13,22
gene-SHERM_07912,10,0,10,0,18,23,0,0,11,0,15,14,0,7,13,14,0,11,21,15,13,0,10,19,88,80,70,81,50,35
gene-SHERM_07913,12,7,5,10,10,9,3,4,4,0,4,0,7,4,7,5,2,5,10,12,4,4,7,4,53,46,60,83,28,37
gene-SHERM_07960,13,25,19,25,17,24,16,14,17,6,29,35,24,21,34,27,13,24,9,5,17,4,9,7,12,6,19,16,5,9
gene-SHERM_07981,2,7,0,7,10,6,1,0,1,4,3,2,5,9,7,11,5,8,2,2,2,3,6,3,43,37,30,31,26,16
gene-SHERM_08004,13,10,5,9,9,5,10,0,4,7,0,15,6,5,11,8,10,0,0,0,0,0,0,0,0,11,0,5,0,0
gene-SHERM_08002,10,0,0,7,5,9,6,5,0,0,0,8,0,7,0,13,4,8,0,0,0,0,0,0,23,16,26,20,8,16
gene-SHERM_08031,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,5,6,38,51,36,29,45,61
gene-SHERM_08037,0,12,5,7,0,28,0,0,0,7,10,7,0,7,9,0,9,5,0,0,0,0,0,0,28,27,33,35,0,24
gene-SHERM_08047,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,10,9,6,12,0,0,0,0,0,15,48,32,71,80
gene-SHERM_08052,7,0,10,0,12,14,0,0,0,0,9,6,0,9,6,5,14,5,9,0,11,9,9,0,46,23,29,43,9,22
gene-SHERM_08057,18,22,10,21,21,26,18,14,13,7,23,24,22,23,30,20,0,27,0,0,0,11,15,0,87,94,70,107,43,37
gene-SHERM_08087,12,0,10,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,26,30,31,22,9,0
gene-SHERM_08127,45,33,41,25,46,50,0,7,7,8,11,11,30,23,35,47,51,43,8,6,12,4,12,11,149,124,121,137,41,61
gene-SHERM_08145,3,1,1,0,4,2,1,3,2,2,9,8,2,2,0,3,8,6,9,4,5,4,5,16,0,0,1,3,1,0
gene-SHERM_08149,11,0,19,9,13,20,8,0,0,8,15,24,10,9,7,7,13,13,10,0,0,11,0,11,0,0,13,7,0,4
gene-SHERM_08159,19,27,17,15,14,18,12,9,7,12,18,9,0,12,9,6,16,21,0,0,2,0,6,4,58,57,93,80,44,45
gene-SHERM_08170,33,34,27,44,27,37,38,35,27,32,69,54,46,29,37,21,30,36,56,41,19,32,37,26,565,616,507,559,160,205
gene-SHERM_08171,21,12,17,18,16,10,16,16,14,18,38,38,22,16,28,28,22,19,2,4,6,9,1,8,108,93,69,88,34,23
gene-SHERM_08181,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,8,24,38,36,26,31,36
gene-SHERM_08184,0,0,11,5,7,6,0,6,0,0,15,13,5,0,0,7,0,0,0,7,6,9,0,0,39,49,57,60,48,68
gene-SHERM_08200,72,74,61,50,74,55,81,73,57,60,103,118,48,50,65,64,61,63,32,0,26,21,24,20,373,381,428,414,179,183
gene-SHERM_08214,0,0,0,3,0,6,0,0,0,0,0,0,9,4,6,0,0,0,7,0,0,0,4,0,17,15,16,0,0,9
gene-SHERM_08216,0,0,5,0,2,0,0,7,2,2,0,6,5,5,7,11,3,6,0,6,0,4,0,0,20,30,24,20,14,11
gene-SHERM_08233,3,3,3,6,0,3,0,0,0,0,0,3,3,4,3,8,5,6,2,0,4,4,0,0,16,23,33,30,16,14
gene-SHERM_08246,3,3,10,5,8,8,9,6,3,8,14,11,15,7,5,7,6,6,14,5,6,10,9,14,0,2,5,3,2,2
gene-SHERM_08251,0,8,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,16,22,13,15,18,14
gene-SHERM_08262,0,11,12,0,4,5,6,0,0,0,0,0,0,8,0,12,7,0,0,0,0,0,0,0,23,19,14,18,0,11
gene-SHERM_08264,35,37,32,37,57,49,58,44,28,37,90,92,49,50,60,47,48,50,61,57,45,49,60,47,24,14,14,8,9,14
gene-SHERM_08307,3,0,0,0,0,6,0,2,0,0,0,0,0,5,0,5,0,0,6,5,0,2,5,6,7,14,14,19,21,17
gene-SHERM_08322,0,0,16,12,0,20,0,0,10,0,17,0,27,24,11,16,8,13,0,8,0,13,0,0,125,112,118,144,50,59
gene-SHERM_08333,11,5,11,6,10,0,5,10,7,5,12,15,8,14,13,6,12,12,0,6,0,5,0,0,27,24,21,29,18,18
gene-SHERM_08362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,14,0,12,0,0,82,59,91,78,35,32
gene-SHERM_08367,7,8,7,7,0,0,0,0,0,0,0,0,0,0,11,11,0,0,12,0,0,0,0,0,33,38,27,35,21,20
gene-SHERM_08381,71,81,75,69,92,103,130,120,106,98,168,183,147,110,127,117,134,143,117,145,83,99,96,110,0,3,4,0,13,15
gene-SHERM_08394,12,7,9,8,4,7,11,7,10,6,12,7,12,11,17,23,7,10,16,8,12,10,10,10,76,93,92,89,44,51
gene-SHERM_08397,13,0,0,0,3,4,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,45,41,39,37,20,19
gene-SHERM_08417,0,11,0,10,0,7,0,0,0,0,0,0,11,0,0,0,13,9,0,0,0,4,0,0,94,110,87,80,27,38
gene-SHERM_08456,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,6,6,15,13,14,13,13
gene-SHERM_08481,9,8,14,6,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,9,16,6,9,9,17
gene-SHERM_08489,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,15,16,15,11,25,11
gene-SHERM_08506,30,16,22,19,24,11,18,16,8,7,17,29,0,21,22,18,17,16,12,11,8,0,13,4,18,25,12,10,0,0
gene-SHERM_08519,0,11,9,14,13,20,15,7,0,0,17,17,4,14,8,23,18,10,0,6,0,0,9,0,69,58,56,44,27,36
gene-SHERM_08540,1,1,1,2,1,3,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,1,14,9,13,9,5,5
gene-SHERM_08584,4,0,5,4,7,0,0,0,0,0,0,0,4,8,3,3,4,0,0,3,0,2,3,0,6,9,6,12,4,0
gene-SHERM_08595,0,0,0,0,0,0,0,0,0,0,8,8,10,0,8,9,0,0,0,4,0,0,0,0,18,10,17,21,11,0
gene-SHERM_08600,0,0,7,0,6,6,0,4,0,0,0,7,0,0,6,10,0,6,0,0,0,0,0,0,20,18,8,14,0,13
gene-SHERM_08604,8,0,3,3,5,0,0,0,0,9,4,8,0,0,3,0,0,2,4,5,0,0,5,9,21,14,18,22,15,18
gene-SHERM_08597,401,459,395,395,416,422,0,0,0,10,0,0,399,402,401,418,373,384,0,0,0,0,15,0,5498,5836,5261,5326,2136,2136
gene-SHERM_08651,20,29,12,22,22,16,32,37,40,34,66,55,15,12,16,11,23,18,7,12,10,8,3,13,0,0,0,2,0,2
gene-SHERM_08687,55,49,42,42,62,40,32,18,24,30,52,39,57,51,60,69,53,57,32,31,34,24,28,25,21,26,19,25,19,20
gene-SHERM_08695,0,0,2,12,7,0,7,2,0,6,0,0,4,3,6,6,5,7,0,3,0,0,0,0,26,24,24,31,18,19
gene-SHERM_08724,43,51,31,0,50,0,39,0,40,0,60,0,41,53,41,60,40,40,95,94,0,77,76,90,0,37,30,37,21,14
gene-SHERM_08755,20,12,16,20,28,24,14,9,7,10,12,12,10,9,13,11,11,15,26,15,11,0,17,12,6,3,0,4,5,0
gene-SHERM_08769,23,20,26,20,18,21,10,14,0,0,13,19,25,17,27,26,20,21,0,0,14,8,20,0,10,0,6,13,0,0
gene-SHERM_08771,21,18,9,0,13,9,0,6,0,0,0,16,0,12,0,12,5,7,0,0,0,3,0,4,56,63,44,65,27,17
gene-SHERM_08778,3,11,0,11,10,8,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,7,7,13,99,67,65,53,26,33
gene-SHERM_08782,2,0,2,4,2,1,2,0,1,1,0,0,5,1,3,3,0,1,2,3,4,2,0,4,24,22,16,20,11,11
gene-SHERM_08846,2,8,0,3,2,0,4,0,0,0,0,1,2,0,4,2,2,1,5,9,3,2,7,4,6,4,17,29,64,50
gene-SHERM_08859,0,0,11,0,8,0,0,6,0,0,16,0,0,0,0,7,6,2,0,0,0,0,0,0,22,25,21,23,0,18
gene-SHERM_08863,13,9,9,0,11,11,11,8,9,21,20,19,0,0,25,19,13,14,12,0,8,0,10,0,12,0,13,12,9,0
gene-SHERM_08876,57,60,0,38,48,57,23,16,0,0,32,39,44,45,85,60,58,65,13,0,0,8,0,20,181,203,161,164,53,55
gene-SHERM_08929,5,7,2,6,12,13,4,1,1,1,4,4,0,0,4,3,0,0,1,3,1,2,3,0,0,2,2,0,0,2
gene-SHERM_08931,0,0,0,0,0,0,7,7,0,0,8,3,0,5,0,0,0,0,17,11,7,12,12,11,0,0,0,0,0,0
gene-SHERM_08986,5,2,3,5,4,4,0,0,2,1,6,4,3,4,2,2,5,2,2,1,0,0,1,0,18,14,24,15,3,6
gene-SHERM_09021,54,60,60,46,61,62,89,103,66,57,160,151,78,77,77,76,39,42,71,73,68,62,64,78,66,77,49,62,21,29
gene-SHERM_09025,14,15,30,20,9,0,0,13,10,13,10,6,9,12,7,15,4,10,5,5,0,0,0,0,38,48,38,41,33,24
gene-SHERM_09081,6,0,0,0,0,8,0,0,2,0,0,13,4,14,0,5,0,0,0,3,0,3,3,3,64,55,85,50,37,38
gene-SHERM_09091,56,67,51,50,59,61,28,40,23,28,55,67,50,60,55,61,55,51,14,13,18,12,16,17,0,3,0,0,0,0
gene-SHERM_09105,0,0,11,0,14,31,162,143,124,128,279,280,9,0,0,0,0,0,185,177,152,170,152,157,26,17,28,40,16,23
gene-SHERM_09124,14,9,8,15,9,7,2,0,2,0,5,0,6,5,6,5,16,8,5,1,2,0,3,3,0,0,0,0,2,1
gene-SHERM_09159,4,8,0,0,12,10,4,2,0,0,0,0,11,7,6,5,0,8,2,0,0,5,0,0,93,125,101,115,34,41
gene-SHERM_09161,0,23,0,18,0,0,0,0,0,0,0,0,32,31,32,34,32,0,0,0,0,0,0,0,32,30,24,0,0,0
gene-SHERM_09162,100,89,91,0,84,82,41,0,32,34,66,73,100,0,138,134,140,115,0,17,0,15,0,0,109,119,100,118,0,53
